url,about,tags,category,score,date
https://listeningtogether.atspotify.com/,"Each second, over 30k Spotify users press play on the same song. Listening Together tells this story through a data visualization.","['colorful', 'minimal', 'WebGL']",entertainment,9.06,Website Of The Day 2020 May 27
https://maisoncacao.com/,"MAISON CACAO is a Japanese chocolate brand established in Kamakura, Japan.","['photographic', 'typographic', 'WebGL']",food/drink,8.70,Website Of The Day 2020 May 28
https://guccimascarahunt.gucci.com/,"A 3D game designed to launch the new Gucci line Mascara lâ€™Obscur, displaying the adv campaign objects.","['animated', 'illustrated', 'WebGL']",app,8.88,Website Of The Day 2020 May 23
http://lecantiche.com/,Le Cantiche @1320 is a storytelling tribute to the celebration of the 700 year old of the iconic Divine Comedy. ,"['SVG', 'typographic', 'WebGL']",education,8.89,Website Of The Day 2020 May 24
https://sssssk.info/,PLA(ne)TFORM is a site introducing my personal projects.,"['fullscreen', 'parallax', 'WebGL']",web design/dev,6.81,Special Kudos 2020 May 20
https://marjoebacus.com,"2020 Portfolio of Marjoe Bacus, a web, ui/ux, motion designer and creative developer","['minimal', 'responsive', 'WebGL']",web design/dev,7.68,Special Kudos 2020 May 13
https://temrysh.com/,Amsterdam based creative developer with a passion for interactive web and mobile interfaces.,"['animated', 'one page', 'WebGL']",web design/dev,7.90,Website Of The Day 2020 May 17
https://gosha.xyz/,Portfolio of Gosha Khidzhakadze. A developer specializing in interaction and animation,"['animated', 'typographic', 'WebGL']",web design/dev,7.86,Website Of The Day 2020 May 16
https://100daysofpoetry.gallery/,A gallery site where you can see 100 poetries created by Notty,"['scroll', 'typographic', 'WebGL']",graphic design,8.25,Website Of The Day 2020 May 13
https://butfirstchillout.com/,Relaxation drink 'CHILL OUT' official site. ,"['animated', 'WebGL']",food/drink,7.90,Website Of The Day 2020 May 12
http://www.ventiseidieci.it/,"ventiseidieci is a company active in the field of new material sciences and nanotechnologies, biotechnologies and artificial intelligence.","['liquid', 'minimal', 'WebGL']",services,7.00,Special Kudos 2020 May 11
https://www.rodolfosarno.com/,"User Interface and Interactive Designer from Brazil, currently based in Sydney, Australia.","['parallax', 'typographic', 'WebGL']",web design/dev,8.10,Website Of The Day 2020 May 11
https://www.clmt.paris,Clement Merouani is a French Art Director & Photographer living in Paris.,"['animated', 'photographic', 'WebGL']",photography,9.25,Website Of The Day 2020 May 9 / WOTM May
https://rogierdeboeve.com/,Belgium-based creative developer and visual artist.,"['animated', 'parallax', 'WebGL']",web design/dev,8.16,Website Of The Day 2020 May 8
https://www.henge07.com/,A story of love and beauty. We learnt that materials lead the human being and that Design is always a surprising path.,"['parallax', 'scroll', 'WebGL']",products,8.33,Website Of The Day 2020 May 6
https://edoardosmerilli.com,"Edoardo Smerilli is a film director based in Bologna, Italy. As multidisciplinary director, he combines cinema, comics, VFX and CG.","['animated', 'responsive', 'WebGL']",entertainment,8.42,Website Of The Day 2020 May 5
https://beeliving.swiss/,"Human, environment & design are the 3 Beeliving keywords: eco-friendly houses are built by using environmental friendly materials.","['animated', 'responsive', 'WebGL']",real estate,8.02,Website Of The Day 2020 May 4
https://canvy.app/,"Canvy is a online tool for fine art painters and poster designers, to showcase their designs in interactive mockups.","['photographic', 'responsive', 'WebGL']",services,7.12,Special Kudos 2020 May 2
https://beyond.supportkyoto.org,A timeline of events that lead to our planets current state,"['one page', 'scroll', 'WebGL']",education,7.59,Special Kudos 2020 Apr 29
https://wishiwerethere.xyz/,"Users can locate where they are self-isolating and where they wish to go during the COVID-19 pandemic, leaving a message on a map.","['responsive', 'SVG', 'WebGL']",web design/dev,7.50,Special Kudos 2020 Apr 28
https://degenesis.com/,"Official Website for DEGENESIS, a critically acclaimed and Free to Play Tabletop RPG, with an international community and cult followers","['flat design', 'illustrated', 'WebGL']",entertainment,7.91,Website Of The Day 2020 May 1
https://lk.emotion-agency.com/,Personal website & portfolio for Head of web design and front-end developer in a creative design agency emotiON.,"['animated', 'typographic', 'WebGL']",web design/dev,7.53,Special Kudos 2020 Apr 24
https://futurehaus.studio/,"Futurehaus is a design and tech studio that helps startups, small businesses, and nonprofits transform ideas into impactful apps.","['minimal', 'responsive', 'WebGL']",agency,7.32,Special Kudos 2020 Apr 22
https://www.straightfromyard.co.uk/,Wray & Nephew has been Jamaica's most loved rum for nearly 200 years. An intrinsic part of Jamaican culture.,"['one page', 'parallax', 'WebGL']",food/drink,8.26,Website Of The Day 2020 Apr 27
https://facility.tsm.gg/,"A cool place where players and fans can work, play and hang out. The building will have everything: from a cafeteria and fitness gym.","['animated', 'WebGL']",entertainment,7.83,Website Of The Day 2020 Apr 25
https://jmswrnr.com,"Personal Website for James Warner, Creative Technologist.","['animated', 'responsive', 'WebGL']",web design/dev,7.52,Special Kudos 2020 Apr 20
https://www.exgalleria.com,"Exgalleria is a location which hosts events, business meetings and cultural hubs. We designed visual identity and website.","['fullscreen', 'minimal', 'WebGL']",services,7.38,Special Kudos 2020 Apr 20
https://www.persol-group.co.jp/special/workstyle-award/index.html,"This award presents the Group Vision of the Persol Group, 'Work and Laugh'. ","['animated', 'photographic', 'WebGL']",other,7.56,Special Kudos 2020 Apr 19
https://darkobratina.net/en/,"Darko Bratina as Sociologist, Cinephile and Politician. A journey discovering his life.","['animated', 'minimal', 'WebGL']",art,7.49,Special Kudos 2020 Apr 18
https://heycusp.com,"CUSP is a global team of specialists, focused on crafting world-class design solutions for today's modern companies.","['animated', 'typographic', 'WebGL']",agency,8.55,Website Of The Day 2020 Apr 23
https://mozgi.agency/,Creative agency which makes consumers and brands the best friends.,"['animated', 'WebGL']",agency,8.21,Website Of The Day 2020 Apr 24
https://fwa100.jam3.com/,"To commemorate 100 FWA wins, we created a WebGL experience to celebrate this milestone with artistic expression and fun.","['fullscreen', 'video/sound', 'WebGL']",web design/dev,9.17,Website Of The Day 2020 Apr 19 / WOTM Apr
https://type.kontrapunkt.com/,The Kontrapunkt Type website is a virtual experience of our physical exhibition showcasing our passion for typography. ,"['animated', 'typographic', 'WebGL']",other,8.19,Website Of The Day 2020 Apr 18
https://stonestyle.co.th/,Stone & Style designs and crafts exquisite materials. We are deeply obsessed with design-led innovations and endless possibilities.,"['animated', 'scroll', 'WebGL']",web design/dev,8.71,Website Of The Day 2020 Apr 13
https://experiments.cleverfranke.com,"A platform with interactive experiments that explore different visualization techniques, tools and code libraries.","['colorful', 'grid', 'WebGL']",web design/dev,7.45,Special Kudos 2020 Apr 4
http://wannabe.toys,"Wannabeâ„¢ is an independent online store, selling high-end iconic collectibles of action figures and props for lovers and newbies.","['animated', 'eCommerce', 'WebGL']",entertainment,8.05,Website Of The Day 2020 Apr 7
https://shapestudio.co.uk/,Shape is a specialist design and fabrication studioâ€Œ based in Bristol.,"['parallax', 'scroll', 'WebGL']",agency,7.87,Website Of The Day 2020 Apr 8
https://www.neundex.com/,Personal website of the freelance developer Yannis Yannakopoulos.,"['liquid', 'typographic', 'WebGL']",web design/dev,7.58,Special Kudos 2020 Apr 3
https://studio-dot.fr/,"We are a creative studio made of experts in innovative solutions. By understanding your goals, we craft original, high-end content.","['animated', 'video/sound', 'WebGL']",agency,7.26,Special Kudos 2020 Apr 3
https://acrode.com,"Professional web development from Passau. We offer individual websites, UI / UX design and Google Cloud Hosting.","['one page', 'parallax', 'WebGL']",agency,6.57,Special Kudos 2020 Apr 3
https://www.ballsystem.it/en/,Beauty straight out of the garage. Studiogusto meets a team of avant-garde automotive services in this new digital experience.,"['animated', 'scroll', 'WebGL']",services,8.21,Website Of The Day 2020 Apr 6
https://www.politico.com/sponsored-content/2020/02/innovation-from-the-unexpected?cid=202002hp,Innovation from the unexpected is an immersive interactive article showcasing Raytheon's technologies.,"['animated', 'responsive', 'WebGL']",web design/dev,7.03,Special Kudos 2020 Mar 30
https://www.montblancvodka.com/en/,Promo site for Mont Blanc vodka from France,"['animated', 'parallax', 'WebGL']",food/drink,7.77,Website Of The Day 2020 Apr 5
https://www.maisonbookgirl.com/umbla/,Maison book girl is a Japanese music group formed by former Koshouji Megumi and produced by Sakurai Kenta. ,"['minimal', 'video/sound', 'WebGL']",entertainment,7.14,Special Kudos 2020 Mar 30
https://zen.ly/,Zenly is a live map of your friends and family. It's the most fun way to meet up â€” or just see what's up â€” so you can feel together.,"['animated', 'scroll', 'WebGL']",app,8.37,Website Of The Day 2020 Apr 4
https://green-ribbon.com/,This is the corporate site of GREEN RIBBON Inc. We express the corporate philosophy of explode your potential.,"['animated', 'photographic', 'WebGL']",other,7.09,Special Kudos 2020 Mar 23
http://www.emanuelemilella.com,Portfolio of Emanuele Milella. Creative Director & Interactive Designer.,"['minimal', 'typographic', 'WebGL']",web design/dev,7.87,Website Of The Day 2020 Mar 27
https://fiomet.com/,This site introduces Fiomet's range of health devices that provide users with biometric feedback to enhance well-being.,"['minimal', 'WebGL']",products,8.32,Website Of The Day 2020 Mar 25
https://digitalhorizon.vc,Investment company bringing together a venture fund with an international focus and a venture builder that creates and scales technology start-ups.,"['animated', 'colorful', 'WebGL']",services,NONE,Nominated 2020 Mar 10
https://mgz.me,"My Ceative Development Portfolio built with React and WebGL, with an integrated gallery containing my ThreeJS Scenes.","['animated', 'responsive', 'WebGL']",web design/dev,6.38,Special Kudos 2020 Mar 12
https://circus-inc.com/,"The corporate website of CIRCUS INC. CIRCUS offers a-to-z serviceâ€”planning, consulting, and advertising to support for overseas expansion and sales agent services.","['animated', 'colorful', 'WebGL']",agency,7.52,Special Kudos 2020 Mar 10
https://playbeatthat.acura.com/,"Six cars. Six levels. Six gaming eras. Can you Beat That? Find out in Acura's all-new racing game, playable on both mobile and desktop.","['animated', 'fullscreen', 'WebGL']",other,8.19,Special Kudos 2020 Mar 11
https://throwbacks-music.com/,A journey to the past. For the love of good old days.,"['video/sound', 'WebGL']",entertainment,8.89,Website Of The Day 2020 Mar 20 / WOTM Mar
https://supremelaw.nfb.ca/,Americans are passionate about their constitution. Canadians aren't. Supreme Law is here to change that.,"['animated', 'video/sound', 'WebGL']",education,7.66,Special Kudos 2020 Mar 8
https://vold.io/,Next Generation all-in-one web management platform that does everything you need to manage your site â€” and your business.,"['animated', 'scroll', 'WebGL']",products,8.09,Website Of The Day 2020 Mar 14
https://le-qb.com/,Decision-makers in design and architecture.,"['liquid', 'typographic', 'WebGL']",art,8.14,Website Of The Day 2020 Mar 16
https://parsonsbranding.com/,"A brand strategy & design studio in the heart of Cape Town that creates identities, products and brand experiences for businesses ","['colorful', 'scroll', 'WebGL']",agency,8.52,Website Of The Day 2020 Mar 11
http://clubraia.com/,Most Luxurious and Elegant KTV for the best Jakarta Nightlife Experience.,"['animated', 'fullscreen', 'WebGL']",entertainment,7.70,Website Of The Day 2020 Mar 9
https://astrodigital.co/?utm_source=CSSDESIGNAWARDS&utm_medium=LINK%20IN%20BIO&utm_campaign=AWARD%20,"We wanted to capitalize on our 2 years of experience in the field by creating a new website for our agency.
","['animated', 'liquid', 'WebGL']",agency,7.35,Special Kudos 2020 Feb 28
http://matangirubber.com/,Website for one of India's largest suppliers of Tyre Flaps and Butyl Tubes for the Automotive Industry.,"['jQuery', 'responsive', 'WebGL']",products,6.93,Special Kudos 2020 Feb 25
https://guccilips.gucci.com/,A pinball game designed to support the launch of the new Gucci lipstick collection.,"['colorful', 'illustrated', 'WebGL']",entertainment,8.36,Website Of The Day 2020 Mar 5
https://www.deadwater.fr,Graphic design and digital production studio,"['animated', 'parallax', 'WebGL']",agency,8.26,Website Of The Day 2020 Mar 2
https://stories.vallourec.com/en,"Vallourec rose to the challenge to speed up and simplify the construction of Brazil's football stadiums.
","['animated', 'scroll', 'WebGL']",other,8.64,Website Of The Day 2020 Mar 3
http://hello.onetold.us,"A couple of words to remind us, and bytes to remember.","['animated', 'minimal', 'WebGL']",art,8.21,Website Of The Day 2020 Mar 4
https://www.coreymade.design,Website of freelance designer and creative developer Corey Haggard,"['one page', 'typographic', 'WebGL']",web design/dev,7.02,Special Kudos 2020 Feb 19
https://1987masters.com/,We've created a notable website for those who are usually out of sight. '1987 Masters can make your event extraordinary.,"['animated', 'typographic', 'WebGL']",services,7.96,Website Of The Day 2020 Mar 6
https://hhey.studio,"Portfolio website of HHEY, a digital studio based in Hamburg, Germany. ","['animated', 'scroll', 'WebGL']",agency,8.33,Website Of The Day 2020 Feb 25
http://vodka-a.com,Promo site for the first premium Russian Vodka made from selected varieties of corn,"['animated', 'one page', 'WebGL']",food/drink,7.53,Special Kudos 2020 Feb 15
https://www.skylinefilms.tv,"Skyline Films is a Hollywood Film and TV production company, providing film production and consultancy services on a global scale.","['grid', 'video/sound', 'WebGL']",entertainment,8.30,Website Of The Day 2020 Feb 21
https://aboutluca.com/,Portfolio of Luca Nardi. Luca is a Web Designer & Developer. In the game from over ten years he brings ideas to amazing projects.,"['animated', 'minimal', 'WebGL']",web design/dev,7.29,Special Kudos 2020 Feb 11
https://designscramble.jp/,Design Festival in Shibuya. Creators & companies from many industries come together to interact & join a variety of programs.,"['animated', 'colorful', 'WebGL']",art,7.45,Special Kudos 2020 Feb 11
https://sydo.fr,'Action was born from knowledge'. Discover SYDO's brand new website. And don't forget to check the 404 page!,"['animated', 'WebGL']",agency,8.21,Website Of The Day 2020 Feb 20
https://burfa.com/,"Burfa is an Estonian investment company, with a bi-fold approach: investing in technology and making a social impact in Estonia.","['animated', 'minimal', 'WebGL']",other,7.43,Special Kudos 2020 Feb 10
https://tula.redcollar.co/,The only sound capturing device you'll ever need,"['minimal', 'typographic', 'WebGL']",products,8.41,Website Of The Day 2020 Feb 18
https://yuta-takahashi.dev/,"Portfolio of web developer Yuta Takahashi, based in Tokyo.","['animated', 'responsive', 'WebGL']",web design/dev,7.93,Website Of The Day 2020 Feb 22
https://bmb-avocats.com,"BMB Avocats is a law firm based in Lyon, France.","['animated', 'parallax', 'WebGL']",services,7.67,Special Kudos 2020 Feb 10
https://www.zodiac-hustle.com,"Happy New Year! 2020 is the year of the rat. Those born under this zodiac cycle are clever, sharp and perceptive but, are you?
","['animated', 'WebGL']",entertainment,7.91,Website Of The Day 2020 Feb 17
https://flexie.it/en/home/,Flexie is the first platform that allows you to create your own flexible packaging online with a real time 3D Configurator.,"['eCommerce', 'WebGL']",services,7.12,Special Kudos 2020 Feb 8
https://www.cavotagoo.com/,"Senses of recreation reflected in a mosaic of tactile experiences, delving into the essence of summer, in a twofold way:Day & night","['animated', 'grid', 'WebGL']",travel,7.59,Special Kudos 2020 Feb 6
http://www.albatteries.it,A.L. Batteries is an Italian company that produces and distributes batteries for motorcycles and motorbikes Routepower.,"['jQuery', 'parallax', 'WebGL']",products,7.60,Special Kudos 2020 Feb 6
https://strakzat.com,We're a digital agency creating meaningful digital products and interactive experiences that work.,"['grid', 'SVG', 'WebGL']",agency,7.20,Special Kudos 2020 Feb 5
http://penzgidromash.com/,"The main activity of PenzHydromash is the creation of systems for the oil, gas, chemical and petrochemical industries.","['animated', 'scroll', 'WebGL']",products,7.57,Special Kudos 2020 Feb 3
https://penq.co.jp/,Penq Inc. is a creative production that designs communication by dealing with various issues of clients on the Web and video.,"['animated', 'video/sound', 'WebGL']",web design/dev,6.95,Special Kudos 2020 Feb 3
https://www.miragefestival.com/en/,"Mirage Festival. Art, Innovation and Digital Cultures in Lyon, France, from March 11th to March 15th 2020.","['animated', 'responsive', 'WebGL']",art,7.74,Website Of The Day 2020 Feb 15
https://wearezizo.com/,"Discover the new website of ZIZO, a 3D Interactive web adventure.","['animated', 'colorful', 'WebGL']",web design/dev,8.35,Website Of The Day 2020 Feb 6
https://ams.xyz,"AndrÃ©s Valencia TÃ©llez's professional portfolio. Freelance Computer Graphics, Web Development, and Creative Coding.","['minimal', 'one page', 'WebGL']",web design/dev,6.85,Special Kudos 2020 Jan 31
https://www.bodaborg.com/,At Boda Borg you'll be transported into other worlds. ,"['animated', 'video/sound', 'WebGL']",entertainment,6.92,Special Kudos 2020 Jan 29
https://monsieurnoss.com/,"CG Artist lives in Paris, France. Interested in character modeling, lighting and compositing.","['colorful', 'fullscreen', 'WebGL']",web design/dev,8.56,Website Of The Day 2020 Feb 10 / WOTM Feb
https://basement.studio/,"We are a digital studio building the future, one project at a time.","['parallax', 'typographic', 'WebGL']",web design/dev,7.95,Website Of The Day 2020 Feb 4
https://guccigrip.gucci.com/,"A mobile-first run game in pixel art, where a skater runs along the streets, dodging obstacles and collecting power ups. ","['colorful', 'illustrated', 'WebGL']",entertainment,8.30,Website Of The Day 2020 Feb 1
https://www.nightingale.world,Nightingale is a progressive marketing and communication agency with offices in Antwerp and Amsterdam.,"['animated', 'fullscreen', 'WebGL']",agency,8.62,Website Of The Day 2020 Feb 3
https://www.scriptrics.io/,"Scriptrics transforms PowerShell scripts into powerful, modern business dashboards","['animated', 'illustrated', 'WebGL']",services,7.23,Special Kudos 2020 Jan 24
https://sil3ntlights.com,Join us as we investigate the case of 3 Silent Lights. WebVR reconstruction of a UFO encounter. Based on actual events.,"['video/sound', 'VR', 'WebGL']",art,6.41,Special Kudos 2020 Jan 22
https://qodeinteractive.com/kaleidoscope/,Qode Kaleidoscope is an innovative showcase highlighting a color-rich WordPress theme collection made by Qode Interactive.,"['animated', 'colorful', 'WebGL']",art,8.00,Website Of The Day 2020 Jan 23
https://www.giampierocruceli.com/,"Portfolio of Giampiero Cruceli, digital art director, graphic and web designer with interaction design background.","['photographic', 'SVG', 'WebGL']",art,7.79,Website Of The Day 2020 Jan 25
https://www.web-expert.it,"Personal site with vintage/retro look&feel but with some of the latest frontend technologies like canvas, parallax and CSS masks","['one page', 'parallax', 'WebGL']",web design/dev,7.19,Special Kudos 2020 Jan 21
https://smarthome.begrand.mx/,Be Grand Smart Home with Google Home,"['flat design', 'SVG', 'WebGL']",real estate,6.56,Special Kudos 2020 Jan 21
https://www.ilithya.rocks/,"A personal site for a Mexican creative developer, designer and digital artist based in Hamburg","['animated', 'responsive', 'WebGL']",web design/dev,7.25,Special Kudos 2020 Jan 20
https://kg.capital/,This website is designed for the Digital Asset Trust Fund. We tried to make it as clear as possible to the target audience.,"['jQuery', 'minimal', 'WebGL']",other,7.53,Special Kudos 2020 Jan 17
https://chillysourcetokyo.com/,"ChillySouce is a record label which performs radio distribution, music production, video production, apparel production and spatial production.","['animated', 'colorful', 'WebGL']",entertainment,7.48,Special Kudos 2020 Jan 15
https://www.letgirlsdream.org/,"A website to support a gender-equal future, envisioned by the #LetGirlsDream campaign for Gucci's Chime for Change.","['illustrated', 'video/sound', 'WebGL']",education,8.09,Website Of The Day 2020 Jan 17
https://begrand.mx/,Be grand together with Google Connected Home developed an automated apartment that knows you and understands you.,"['flat design', 'SVG', 'WebGL']",real estate,6.90,Special Kudos 2020 Jan 14
https://maxilla.jp/en,"maxilla/ãƒžã‚­ã‚·ãƒ© is a visual studio based in Tokyo city, established in 2009. We love .MOV .JPG .HTML .PDF .GIF .WAV .AI .OBJ .AEP . .","['video/sound', 'WebGL']",agency,8.34,Website Of The Day 2020 Jan 20
https://eumray.com,Portfolio site of Ray Eum.,"['animated', 'scroll', 'WebGL']",web design/dev,7.64,Special Kudos 2020 Jan 9
https://jesperlandberg.dev,Portfolio of creative front-end developer Jesper Landberg,"['animated', 'WebGL']",web design/dev,8.19,Website Of The Day 2020 Jan 16
https://acoustics.autoneum.com/,"A 3D car configurator for Autoneum's Acoustic Garage. Drive, customize and learn about automotive acoustic design.","['animated', 'liquid', 'WebGL']",products,9.03,Website Of The Day 2020 Jan 15 / WOTM Jan
https://2020.iflymagazine.com,Discover the 20 mysterious souvenirs you should bring home in 2020.,"['minimal', 'WebGL']",travel,7.83,Website Of The Day 2020 Jan 14
https://united-for-you.com/s/smscp,This site is a special site for Sony Music Solutions Inc. company presentation 'U'.,"['flat design', 'responsive', 'WebGL']",entertainment,7.36,Special Kudos 2020 Jan 6
https://www.calea.jp/,"'FUKUGEN CALEA' takes a new approach on damage-free hair dryingâ€” not by traditional blow-drying, but by low-temperature heating.","['photographic', 'video/sound', 'WebGL']",fashion,6.84,Special Kudos 2020 Jan 1
http://obys.agency/,Obys agency website. We design unique web/graphic experience.,"['minimal', 'typographic', 'WebGL']",agency,8.52,Website Of The Day 2020 Jan 9
https://font.redcollar.co/,RedCollar is a corporate type of Red Collar Digital Agency. Here is a small presentation of it.,"['animated', 'typographic', 'WebGL']",agency,8.78,Website Of The Day 2020 Jan 8
https://uniel.jp/en/,The design studio UNIEL ltd. has been updated the corporate site.,"['animated', 'photographic', 'WebGL']",agency,7.88,Website Of The Day 2020 Jan 12
https://www.fpp.net/,FPP is a shopper marketing agency.,"['animated', 'colorful', 'WebGL']",agency,8.19,Website Of The Day 2020 Jan 7
https://maxmara-bearinggifts.betteringbrands.com/,Live the new #MaxMaraBearingGifts experience with Max The Teddy.,"['animated', 'colorful', 'WebGL']",fashion,8.76,Website Of The Day 2020 Jan 6
https://design.lifull.com/,LIFULL DESIGN is a portfolio site to display projects created by in-house teams for the business operations of LIFULL.,"['animated', 'minimal', 'WebGL']",web design/dev,7.19,Special Kudos 2019 Dec 24
https://ufomammoot.de/xmas_2019/,Happy Holidays and shake 'n bake! UFOMAMMOOT presents the first Xmas racing game built using WebGL.,"['animated', 'one page', 'WebGL']",agency,8.13,Website Of The Day 2019 Dec 25
https://www.kubikfoto.de/de/xmas2019/,"Explore our WebGL Xmas special, explore our winter world, find the Kubikfoto-elves and help grumpy Santa to make them sing. ","['animated', 'video/sound', 'WebGL']",entertainment,7.02,Special Kudos 2019 Dec 24
https://incolor-kuhinje.hr/,"Incolor kitchens. Custom tailored & designed specifically for each individual client, so every piece is unique in its own way.","['flat design', 'responsive', 'WebGL']",products,7.61,Special Kudos 2019 Dec 23
https://helixes.co,Helixes Inc. is a planning company uses creativity to solve problems.,"['animated', 'grid', 'WebGL']",agency,8.01,Website Of The Day 2020 Jan 2
https://www.yanlinma.com/flat-ui-and-a-half/,A collection of Yanlin Ma's 2.5D UI interaction experiments on the web.,"['animated', 'colorful', 'WebGL']",web design/dev,7.66,Special Kudos 2019 Dec 21
https://talia.su/en/,"Online store women's clothing for wholesale customers. Without authorization, the site acts as a clothing catalog.","['eCommerce', 'minimal', 'WebGL']",fashion,7.82,Website Of The Day 2019 Dec 28
https://zonanorte.27films.fr/,"Here are 8 portraits from Zona Norte, Tijuana :The dazzling light makes us believe that we are approaching the exit of the tunnel.","['animated', 'minimal', 'WebGL']",photography,8.17,Website Of The Day 2019 Dec 24
https://www.dailyfx.com/research/global-commodities,Discover how the import and export of commodities globally has changed over the last 10 years,"['animated', 'colorful', 'WebGL']",products,7.87,Website Of The Day 2019 Dec 29
https://klenzit.ru/,"Anti-acne brand immersive 360 website, that is actually fun for Gen Z","['animated', 'responsive', 'WebGL']",web design/dev,6.98,Special Kudos 2019 Dec 12
https://www.stefano-derosa.com/,Stefano is a Product Designer based in London currently working at Mirum.,"['animated', 'liquid', 'WebGL']",web design/dev,7.56,Special Kudos 2019 Dec 11
https://erikzuuring.com,"The portfolio site for Erik Zuuring, a freelance programmer & designer.","['colorful', 'liquid', 'WebGL']",web design/dev,7.06,Special Kudos 2019 Dec 12
https://viaduct.co.jp,"We renewed our own web site of VIADUCT Ltd. VIADUCT are a planning and production company of web, video, and music.","['animated', 'responsive', 'WebGL']",web design/dev,6.56,Special Kudos 2019 Dec 10
http://esperanto.design/,Interviews of creatives from all around the world,"['animated', 'responsive', 'WebGL']",blog,8.56,Website Of The Day 2019 Dec 20
https://yuto-takahashi.com/,"Portfolio of Yuto Takahashi. My areas of expertise are web designer and graphic designer, front-end engineer, photographer, retouching.","['photographic', 'responsive', 'WebGL']",web design/dev,8.84,Website Of The Day 2019 Dec 21 / WOTM Dec
https://hands.agency/en/,Hands transforms brands and businesses through its digital and creative culture.,"['liquid', 'responsive', 'WebGL']",agency,7.37,Special Kudos 2019 Dec 9
https://travelshift.com,"With Travelshift, use your time to living your vacation instead of booking it","['animated', 'parallax', 'WebGL']",travel,8.23,Website Of The Day 2019 Dec 18
https://supercharge.io,"At Supercharge, we are a next-generation innovation partner working with our clients to create transformative digital solutions.","['animated', 'illustrated', 'WebGL']",services,7.51,Special Kudos 2019 Dec 6
